ticker,bench,corr,beta,sig,print_sigma_pos,print_sigma_neg,dev_best_ranges,bench_best_ranges,time_best_peak_ranges,time_best_norm_ranges
FBK,KRE,0.89,0.81,0.65,-0.276923,,,,,
FBL,SPY,0.89,3.09,3.13,-0.01131,,,,,
FBNC,KRE,0.9,0.85,0.53,,,,,,
FBND,SPY,0.5,0.18,0.15,1.348,,,,,
FBP,KRE,0.84,0.71,0.65,,-0.353846,,,,
FBRT,SPY,0.6,0.22,0.38,0.394737,,,,,
FBTC,IWM,0.73,1.96,1.83,,-0.876284,,,,
FBY,SPY,0.86,1.16,1.27,,-0.64,,,,
FBYY,QQQ,0.71,0.47,2.44,,,,,,
FCF,NONE,0.49,0.11,0.68,,,,,,
FCFS,IWM,0.49,0.11,0.68,0.264706,,,,,
FCG,IWM,0.61,0.43,0.72,1.102222,,,,,
FCN,IWM,-0.15,0.0,0.58,0.0,,,,,
FCNCA,XLF,0.81,0.99,0.6,,,,,,
FCPT,IWM,-0.08,0.1,0.45,0.055556,,,,,
FCRS.U,QQQ,0.25,0.0,0.51,,,,,,
FCX,IWM,0.81,1.6,1.87,,-0.519786,,,,
FDD,SPY,0.64,0.41,0.55,,,,,,
FDIG,IWM,0.91,2.67,1.95,,-0.400615,,,,
FDL,IWM,0.51,0.22,0.25,0.8944,,,,,
FDN,SPY,0.97,1.31,0.7,,-0.777571,,,,
FDP,IWM,-0.11,0.0,0.54,0.259259,,,,,
FDS,XLF,0.67,0.8,0.55,,-2.363636,,,,
FDUS,XLF,0.4,0.22,0.34,-0.232353,,,,,
FDVV,SPY,0.94,0.65,0.28,1.046429,,,,,
FDX,SPY,0.71,0.75,0.69,0.195652,,,,,
FE,IWM,0.06,0.09,0.39,,0.593077,,,,
FEAT,SPY,0.96,2.41,1.07,,,,,,
FEIM,IWM,0.89,1.88,2.27,0.319471,,,,,
FELE,IWM,0.77,0.53,0.83,-0.089639,,,,,
FELG,SPY,0.99,1.41,0.63,,,,,,
FENI,QQQ,0.89,0.77,0.54,0.611111,,,,,
FENY,IWM,0.55,0.29,0.51,0.649804,,,,,
FEPI,QQQ,0.96,0.96,0.64,0.915,,,,,
FER,SPY,0.48,0.3,0.92,,-0.407609,,,,
FERG,SPY,0.71,0.68,1.52,0.3,,,,,
FET,XLE,0.86,0.96,0.97,,,,,,
FETH,IWM,0.76,3.35,2.63,,-3.256084,,,,
FEZ,SPY,0.82,0.74,0.57,,-0.113333,,,,
FFBC,KRE,0.91,0.84,0.57,,,,,,
FFIC,NONE,0.87,0.85,0.57,,,,,,
FFIN,KRE,0.87,0.85,0.57,,-0.64386,,,,
FFIV,SPY,0.74,0.79,1.4,,-0.141143,,,,
FFTY,SPY,0.95,2.81,1.42,-2.367958,,,,,
FGDL,IWM,0.44,0.88,1.01,,,,,,
FGNX,SPY,0.45,0.98,5.28,,0.082235,,,,
FHB,KRE,0.92,0.8,0.63,,,,,,
FHI,XLF,0.86,0.99,0.53,,-0.690755,,,,
FHLC,IWM,0.57,0.16,0.31,0.277419,,,,,
FHN,KRE,0.92,1.0,0.78,,0.307692,,,,
FI,NONE,0.91,0.94,0.67,,,,,,
FIBK,KRE,0.91,0.94,0.67,,0.124478,,,,
FICO,XLF,0.61,1.11,2.38,,1.430462,,,,
FIG,SPY,0.82,3.21,3.08,3.967403,,,,,
FIGG,IWM,0.95,4.52,3.77,8.955862,,,,,
FIGR,IWM,0.89,2.81,2.51,0.418765,,,,,
FIHL,XLF,0.54,0.57,0.63,,,,,,
FINX,IWM,0.94,1.19,0.88,,,,,,
FIS,XLF,0.52,0.41,1.03,0.44932,,,,,
FISI,KRE,0.84,0.82,0.92,-0.135,,,,,
FITB,XLF,0.88,1.26,0.67,,,,,,
FITE,IWM,0.95,1.29,1.03,1.214854,,,,,
FIVE,IWM,0.75,1.03,1.42,,-0.648521,,,,
FIVN,SPY,0.9,2.19,1.25,-0.19536,,,,,
FIVY,IWM,0.89,1.43,1.26,,,,,,
FIW,IWM,0.94,0.47,0.37,0.417838,,,,,
FIX,IWM,0.93,1.62,2.31,,,,,,
FIZZ,IWM,-0.13,-0.02,0.42,0.401429,,,,,
FLBR,SPY,0.82,1.13,0.85,,,,,,
FLCH,SPY,0.7,1.42,1.12,1.445893,,,,,
FLEX,QQQ,0.94,1.47,1.68,0.842857,,,,,
FLG,KRE,0.92,1.19,0.83,0.801807,,,,,
FLGC,SPY,0.36,2.33,9.47,,,,,,
FLGT,IWM,0.57,0.5,1.15,,,,,,
FLIN,QQQ,0.44,0.46,0.58,,,,,,
FLJH,IWM,0.58,0.54,0.96,,,,,,
FLJP,SPY,0.59,0.58,0.77,0.571429,,,,,
FLKR,SPY,0.92,3.11,1.56,,-4.122436,,,,
FLMX,NONE,0.5,0.1,0.62,,,,,,
FLNG,SPY,0.5,0.1,0.62,0.309677,,,,,
FLO,IWM,0.17,0.16,0.81,,0.188642,,,,
FLOC,XLE,0.79,1.06,1.12,,-2.104107,,,,
FLOT,SPY,0.48,0.04,0.02,,7.54,,,,
FLR,SPY,0.87,2.17,1.51,,0.041854,,,,
FLRN,SPY,0.42,0.06,0.02,7.56,,,,,
FLRT,SPY,0.5,0.08,0.06,,,,,,
FLS,SPY,0.94,1.52,1.45,1.17269,,,,,
FLTR,QQQ,-0.05,0.0,0.03,11.0,,,,,
FLTW,SPY,0.86,1.39,1.03,,,,,,
FLUT,IWM,0.51,0.5,1.27,0.338583,,,,,
FLXS,SPY,0.54,0.18,3.48,,,,,,
FLY,QQQ,0.71,0.79,4.28,,,,,,
FLYT,IWM,0.96,7.29,12.4,,,,,,
FLYW,XLF,0.69,0.85,1.29,-0.512016,,,,,
FMC,IWM,0.87,1.19,3.16,0.056962,,,,,
FMNB,KRE,0.87,0.69,0.6,-1.307333,,,,,
FMS,IWM,0.28,0.18,1.59,0.166415,,,,,
FMX,IWM,0.49,0.3,0.72,,,,,,
FN,QQQ,0.92,2.72,2.4,-0.228667,,,,,
FNB,KRE,0.96,0.88,0.67,,,,,,
FNCL,IWM,0.9,0.46,0.31,,,,,,
FND,IWM,0.72,0.86,1.44,,0.019583,,,,
FNDA,IWM,0.99,0.79,0.53,,0.38434,,,,
FNDE,SPY,0.86,1.12,0.65,0.971692,,,,,
FNDF,SPY,0.89,0.8,0.49,0.477551,,,,,
FNDX,SPY,0.94,0.75,0.31,0.677419,,,,,
FNF,XLF,0.63,0.97,0.81,0.079383,,,,,
FNGG,QQQ,0.98,2.4,1.63,,-0.954601,,,,
FNGO,QQQ,0.93,2.53,1.7,,,,,,
FNGS,SPY,0.96,1.7,0.85,-0.063529,,,,,
FNGU,QQQ,0.98,3.43,2.27,,-0.72533,,,,
FNV,GDX,0.96,0.65,1.28,,-0.273047,,,,
FOA,SPY,0.84,1.46,1.15,,,,,,
FOFO,QQQ,-0.11,0.01,9.03,,,,,,
FORD,IWM,0.7,3.46,12.27,0.147205,,,,,
FORM,SPY,0.9,3.1,2.84,,-0.121831,,,,
FOUR,SPY,0.82,1.17,1.23,6.780488,,,,,
FOX,SPY,0.59,0.09,0.9,0.229667,,,,,
FOXA,IWM,0.71,0.33,0.9,,0.148667,,,,
FOXF,IWM,0.78,0.98,3.05,,,,,,
FPI,IWM,0.6,0.32,0.45,0.037333,,,,,
FPX,SPY,0.97,2.01,0.95,,,,,,
FR,IWM,0.83,0.52,0.53,,,,,,
FRGE,SPY,0.76,1.97,8.4,15.698119,,,,,
FRHC,SPY,0.78,0.94,1.01,1.004752,,,,,
FRME,KRE,0.94,0.92,0.55,,,,,,
FRMI,IWM,0.75,3.4,4.06,1.819704,,,,,
FRO,SPY,0.43,0.78,1.72,0.105349,,,,,
FROG,QQQ,0.84,1.02,2.57,0.172763,,,,,
FRPT,IWM,0.34,0.39,1.63,,,,,,
FRSH,SPY,0.91,1.78,0.96,3.197083,,,,,
FRT,IWM,0.42,0.2,0.53,0.233962,,,,,
FSK,SPY,0.85,0.68,0.55,3.363636,,,,,
FSLR,IWM,0.79,1.28,1.77,0.318644,,,,,
FSS,SPY,0.83,1.04,0.68,,,,,,
FSTA,IWM,-0.17,0.04,0.28,,0.575714,,,,
FSV,IWM,0.48,0.32,0.6,,,,,,
FTAI,SPY,0.85,1.74,1.3,0.061846,,,,,
FTDR,SPY,0.5,0.47,1.01,,,,,,
FTEC,QQQ,0.99,1.27,0.84,0.210119,,,,,
FTGC,IWM,0.48,0.4,0.55,0.436364,,,,,
FTHI,SPY,0.91,0.84,0.33,0.021818,,,,,
FTI,XLE,0.78,1.09,0.96,0.560521,,,,,
FTK,SPY,0.81,1.7,1.45,,-0.423448,,,,
FTNT,IWM,0.72,0.89,1.71,,-5.926959,,,,
FTS,IWM,-0.07,0.07,0.26,0.371538,,,,,
FTSM,SPY,0.22,0.0,0.03,5.0,,,,,
FTV,IWM,0.85,0.74,1.56,0.561282,,,,,
FTXL,QQQ,0.93,1.97,1.35,,,,,,
FUL,IWM,0.76,0.84,1.12,,,,,,
FULT,KRE,0.96,0.9,0.59,-0.038983,,,,,
FUN,IWM,0.69,1.26,1.19,-1.352269,,,,,
FUSE,SPY,-0.09,0.95,22.03,,,,,,
FUTG,SPY,0.95,5.79,4.43,,,,,,
FUTU,SPY,0.86,3.53,2.04,1.388627,,,,,
FUTY,IWM,0.8,0.32,0.29,,0.355862,,,,
FVD,IWM,0.65,0.23,0.21,0.780476,,,,,
FVRR,IWM,0.73,1.04,1.11,-0.934054,,,,,
FWONA,SPY,0.69,0.51,0.46,,,,,,
FWONK,IWM,0.83,0.48,0.5,,,,,,
FWRD,IWM,0.72,0.93,3.15,7.193048,,,,,
FWRG,IWM,0.81,0.96,1.58,0.247595,,,,,
FXA,SPY,0.58,0.28,0.31,,,,,,
FXB,IWM,0.44,0.12,0.24,,,,,,
FXE,IWM,0.44,0.12,0.24,0.768333,,,,,
FXF,SPY,0.23,0.13,0.28,0.370714,,,,,
FXI,IWM,0.71,1.16,1.08,1.584444,,,,,
FXN,QQQ,0.73,0.47,0.68,1.140882,,,,,
FXU,IWM,0.65,0.25,0.27,0.518519,,,,,
FXY,QQQ,-0.14,-0.04,0.43,0.732093,,,,,
FYBR,KWEB,0.21,0.02,0.21,,-6.194286,,,,
G,IWM,0.66,0.36,1.56,,,,,,
GAIN,SPY,0.54,0.48,0.39,,-0.107692,,,,
GAMB,IWM,0.85,0.89,3.6,,0.015389,,,,
GAP,IWM,0.76,0.92,0.99,,0.302626,,,,
GARP,QQQ,0.99,1.18,0.74,-0.098108,0.159189,0.3–0.4,0.1–0.2,,
GATX,XLF,0.73,0.98,0.73,,,,,,
GBCI,KRE,0.94,1.15,0.7,,0.086429,,,,
GBDC,SPY,0.76,0.58,0.32,0.46875,,,,,
GBIL,SPY,0.27,0.03,0.01,15.09,,,,,
GBTC,IWM,0.73,1.96,1.83,,-0.886995,,,,
GBUG,SPY,0.55,1.85,2.03,0.933251,,,,,
GBX,IWM,0.88,0.9,1.19,,0.179832,,,,
GCMG,XLF,0.67,0.34,0.71,0.253239,,,,,
GCT,SPY,0.84,1.94,1.81,-0.227956,,,,,
GD,IWM,0.19,0.15,0.67,0.277612,,,,,
GDDY,SPY,0.77,0.59,0.51,0.594902,,,,,
GDE,QQQ,0.72,0.81,1.15,0.589043,,,,,
GDEN,IWM,0.81,0.49,4.99,3.990441,,,,,
GDEV,IWM,0.7,1.66,2.07,,,,,,
GDLC,IWM,0.7,1.66,2.07,,-1.228213,,,,
GDMN,QQQ,0.48,1.35,2.48,1.141935,,,,,
GDOT,SPY,0.82,1.42,0.95,1.144421,,,,,
GDS,KWEB,0.82,1.26,2.58,0.69876,,,,,
GDX,QQQ,0.55,1.34,1.81,0.761878,,,,,
GDXJ,QQQ,0.58,1.64,1.98,1.181414,,,,,
GDXU,QQQ,0.56,4.39,5.57,2.03711,,,,,
GDXW,IWM,0.95,1.47,2.65,,,,,,
GDXY,IWM,0.49,0.88,1.57,,0.333248,,,,
GE,IWM,0.82,0.61,0.63,-0.15,,,,,
GECC,SPY,0.17,0.0,0.68,0.220588,,,,,
GEHC,IWM,0.84,0.55,0.7,0.092143,,,,,
GEMI,IWM,0.83,1.95,2.53,,-0.476087,,,,
GEN,IWM,0.63,0.43,0.52,0.445385,,,,,
GENI,SPY,0.76,0.67,0.84,0.178571,,,,,
GEO,SPY,0.71,0.9,1.01,3.383168,,,,,
GEOS,IWM,0.79,1.73,1.92,0.472187,,,,,
GES,IWM,0.68,0.25,3.19,,,,,,
GEV,SPY,0.9,2.24,1.28,,-0.425312,,,,
GEVX,QQQ,0.89,3.4,2.67,,-0.113858,,,,
GFF,IWM,0.77,0.63,0.62,,,,,,
GFI,GDX,0.94,1.15,2.57,,0.197276,,,,
GFL,IWM,-0.14,-0.03,0.48,0.203542,,,,,
GFS,SOXL,0.79,0.21,2.03,0.341133,,,,,
GGAL,SPY,0.77,1.66,6.32,,-0.06557,,,,
GGG,IWM,0.82,0.46,0.42,0.497619,,,,,
GGLL,SPY,0.86,2.53,2.82,,0.546631,,,,
GGLS,IWM,-0.76,-0.77,1.4,0.348571,,,,,
GH,SPY,0.61,0.93,3.5,,,,,,
GHC,IWM,0.77,0.55,0.62,0.480645,,,,,
GHI,SPY,0.4,0.18,0.63,,-0.31619,,,,
GHM,IWM,0.9,1.37,1.09,,,,,,
GHRS,SPY,0.84,1.08,0.99,,-1.288485,,,,
GIAX,IWM,0.87,0.66,0.52,-0.098846,,,,,
GIB,IWM,0.51,0.24,0.4,0.432,,,,,
GIII,IWM,0.76,0.61,0.8,,,,,,
GIL,IWM,0.68,0.49,0.5,,,,,,
GILD,IWM,-0.25,-0.21,0.71,0.410282,,,,,
GIS,IWM,-0.28,-0.11,0.46,0.422391,,,,,
GKOS,IWM,0.54,0.73,3.11,,,,,,
GL,XLF,0.72,0.69,0.46,0.508478,,,,,
GLAD,IWM,0.36,0.11,0.43,,0.538837,,,,
GLBE,IWM,0.87,1.15,1.08,-0.216667,,,,,
GLD,IWM,0.54,0.89,1.0,0.3224,,,,,
GLDD,IWM,0.88,0.75,0.74,1.043919,,,,,
GLDI,IWM,0.01,0.0,0.44,,,,,,
GLDM,QQQ,0.58,0.8,1.0,0.368,,,,,
GLDW,IWM,0.83,0.81,1.45,,,,,,
GLDY,QQQ,0.36,0.42,0.66,,,,,,
GLGG,QQQ,0.72,6.66,7.3,6.993945,,,,,
GLIN,NONE,-0.44,-1.12,2.03,,,,,,
GLL,SPY,-0.44,-1.12,2.03,0.184236,,,,,
GLNG,SPY,0.84,0.82,1.37,,,,,,
GLOB,IWM,0.9,1.05,1.64,1.166159,,,,,
GLPG,SPY,0.62,0.56,1.31,,0.772824,,,,
GLPI,IWM,0.08,0.0,0.4,,0.45,,,,
GLSI,IWM,0.56,0.48,2.43,0.403951,,,,,
GLTR,QQQ,0.58,0.91,1.16,0.199052,,,,,
GLW,SPY,0.95,1.81,1.21,0.42314,,,,,
GLXU,QQQ,0.86,7.31,7.09,10.0967,,,,,
GLXY,SPY,0.78,3.75,3.52,4.442472,,,,,
GM,SPY,0.64,0.53,1.39,,,,,,
GMAB,SPY,0.21,0.56,1.31,,-0.398473,,,,
GME,IWM,0.7,0.54,1.35,,,,,,
GMED,IWM,0.85,0.61,3.69,,,,,,
GMEU,IWM,0.64,1.37,2.62,,-0.349618,,,,
GMEY,IWM,0.55,0.42,0.66,,,,,,
GNE,IWM,0.55,0.42,0.66,0.444545,,,,,
GNK,SPY,0.61,0.66,1.21,,-3.776033,,,,
GNR,IWM,0.71,0.43,0.61,0.497377,,,,,
GNRC,IWM,0.89,1.0,1.66,,-0.162651,,,,
GNTX,IWM,0.7,0.48,0.63,,,,,,
GO,IWM,-0.25,-0.31,1.64,,,,,,
GOAU,QQQ,0.44,0.78,1.72,0.774419,,,,,
GOEX,QQQ,0.61,1.55,1.95,2.475385,,,,,
GOF,SPY,0.79,0.52,0.45,0.16,,,,,
GOGO,IWM,0.86,1.03,1.94,,-7.180928,,,,
GOLF,IWM,0.82,0.58,0.62,,,,,,
GOLY,IWM,0.5,0.87,1.1,,0.519545,,,,
GOOD,IWM,0.54,0.12,0.43,,0.572093,,,,
GOOG,SPY,0.87,1.16,1.42,0.38338,,,,,
GOOGL,SPY,0.88,1.32,1.45,0.440276,,,,,
GOOP,QQQ,0.8,0.87,1.39,,,,,,
GOOS,SPY,0.76,0.96,2.57,,-4.920934,,,,
GOOW,SPY,0.86,1.64,1.78,0.784494,,,,,
GOOX,SPY,0.88,2.35,2.76,,1.297464,,,,
GOOY,SPY,0.86,1.04,1.1,,-1.149455,,,,
GOP,IWM,0.92,0.66,0.53,-0.270566,,,,,
GOVT,SPY,0.15,0.07,0.15,,1.130667,,,,
GPC,IWM,0.51,0.13,0.8,,,,,,
GPCR,IWM,0.62,0.61,1.35,0.567111,,,,,
GPI,IWM,0.45,0.18,0.8,,,,,,
GPIQ,SPY,0.99,1.16,0.5,,,,,,
GPIX,SPY,0.99,0.91,0.4,0.284,,,,,
GPK,IWM,0.64,0.44,0.86,0.295814,,,,,
GPN,XLF,0.81,1.64,1.08,,,,,,
GPOR,XLE,0.83,1.16,0.86,,,,,,
GPTY,QQQ,0.93,1.45,0.94,1.396809,,,,,
GPZ,IWM,0.95,0.83,0.62,,,,,,
GRAL,IWM,0.83,2.2,2.95,0.501017,,,,,
GRBK,IWM,0.65,0.65,1.14,,,,,,
GREK,SPY,0.66,0.75,0.81,,,,,,
GRFS,QQQ,0.53,0.33,1.22,,,,,,
GRID,SPY,0.92,1.41,0.68,,-0.878382,,,,
GRMN,IWM,0.84,0.54,1.46,0.071507,,,,,
GRND,IWM,0.32,0.62,2.26,0.307345,,,,,
GRNY,SPY,0.98,1.54,0.74,,-0.692162,,,,
GRPN,IWM,0.79,1.22,1.25,-1.37856,,,,,
GRRR,QQQ,0.86,2.01,2.58,-0.319884,,,,,
GS,SPY,0.87,1.09,0.66,0.475,,,,,
GSAT,SPY,0.88,2.75,1.8,,-0.848611,,,,
GSBD,SPY,0.73,0.48,0.55,1.250182,,,,,
GSG,IWM,0.33,0.25,0.59,0.228814,,,,,
GSHD,XLF,0.56,0.38,0.8,,,,,,
GSIE,NONE,0.21,0.16,1.19,,,,,,
GSK,IWM,0.21,0.16,1.19,0.191597,,,,,
GSL,SPY,0.72,0.7,0.72,,-0.647222,,,,
GSLC,QQQ,0.99,0.75,0.45,0.772222,,,,,
GSOL,IWM,0.6,2.09,2.42,,-2.041529,,,,
GSX,SPY,0.36,0.04,0.02,,,,,,
GSY,SPY,0.36,0.04,0.02,,7.5,,,,
GTES,SPY,0.95,1.84,1.97,,-0.12,,,,
GTLB,SPY,0.9,1.73,1.61,0.555217,,,,,
GTLS,SPY,0.64,0.09,0.18,0.873333,,,,,
GTM,SPY,0.92,1.67,0.98,,-0.000306,,,,
GTX,IWM,0.59,0.24,2.35,,,,,,
GTY,IWM,0.1,0.21,0.5,0.14,,,,,
GUSH,SPY,0.71,1.43,1.52,1.575724,,,,,
GVA,IWM,0.91,0.84,0.64,,2.184375,,,,
GVAL,SPY,0.75,0.58,0.47,1.750638,,,,,
GWRE,QQQ,0.75,0.61,2.72,,,,,,
GWW,IWM,0.59,0.22,0.47,,,,,,
GXC,QQQ,0.73,1.04,1.09,,,,,,
GXIG,NONE,0.9,0.96,0.82,,,,,,
GXO,IWM,0.9,0.96,0.82,2.666341,,,,,
H,IWM,0.83,0.79,0.86,3.020233,,,,,
HACK,SPY,0.95,1.41,0.7,,-0.893571,,,,
HAE,IWM,0.53,0.34,1.6,2.648125,,,,,
HAL,XLE,0.85,1.36,1.46,0.675342,,,,,
HALO,SPY,0.28,0.22,0.67,0.210746,,,,,
HAS,IWM,0.8,0.53,0.86,0.31407,,,,,
HASI,SPY,0.79,1.02,1.09,,,,,,
HBAN,KRE,0.86,0.69,0.7,0.185714,,,,,
HBNC,KRE,0.86,0.77,1.0,,-1.3773,,,,
HBR,QQQ,0.83,2.83,4.46,,-2.427197,,,,
HCA,SPY,0.1,0.03,0.82,,0.173049,,,,
HCC,IWM,0.78,1.34,1.82,8.801538,,,,,
HCI,XLF,0.21,0.5,0.77,,,,,,
HCKT,IWM,0.85,0.47,1.03,0.400583,,,,,
HCM,QQQ,0.33,0.44,1.71,,,,,,
HCSG,IWM,0.8,0.49,1.53,,,,,,
HD,IWM,0.48,0.15,0.55,0.18,,,,,
HDB,SPY,0.59,0.41,0.59,0.469661,,,,,
HDSN,IWM,0.74,0.68,1.71,-4.296842,,,,,
HDV,IWM,0.29,0.1,0.23,0.7,,,,,
HE,IWM,0.64,0.34,0.48,,0.31125,,,,
HEI,SPY,0.75,0.89,0.92,,,,,,
HEI.A,SPY,0.65,0.41,0.93,-0.051183,,,,,
HELE,IWM,0.52,0.59,2.34,,,,,,
HERO,SPY,0.74,1.01,0.94,,,,,,
HESM,XLE,0.72,0.4,1.25,,-0.8368,,,,
HG,XLF,0.5,0.68,0.9,0.552444,,,,,
HGER,QQQ,0.3,0.0,0.51,0.470588,,,,,
HGV,IWM,0.83,0.84,1.2,,0.007,,,,
HHH,IWM,0.82,0.59,0.73,,,,,,
HI,IWM,0.74,1.11,2.48,,,,,,
HIBL,QQQ,0.97,3.68,2.38,0.658655,,,,,
HIFS,SPY,0.85,1.36,0.79,,-0.001013,,,,
HIG,XLF,0.53,0.6,0.64,,,,,,
HII,SPY,0.61,0.52,0.87,0.268046,,,,,
HIMS,SPY,0.86,3.86,1.79,1.269832,,,,,
HIMY,QQQ,0.64,4.4,3.45,-0.874203,,,,,
HIMZ,IWM,0.85,4.26,3.5,0.562629,,,,,
HIPO,SPY,0.77,1.29,0.99,1.66303,,,,,
HIPS,IWM,0.67,0.33,0.41,,,,,,
HIW,IWM,0.35,0.23,0.57,0.52807,,,,,
HIYY,SPY,0.71,1.93,2.33,,,,,,
HLAL,SPY,0.97,1.04,0.47,,,,,,
HLI,SPY,0.88,1.01,0.56,,,,,,
HLIO,IWM,0.92,1.52,1.22,,0.057377,,,,
HLNE,XLF,0.74,0.97,1.02,3.731667,,,,,
HLT,IWM,0.76,0.47,0.54,,0.281111,,,,
HMC,IWM,0.15,0.42,1.06,,-0.30566,,,,
HMY,GDX,0.93,1.58,3.4,,0.772353,,,,
HNDL,QQQ,0.72,0.19,0.33,0.52,,,,,
HNGE,IWM,0.57,1.02,2.38,,-1.008655,,,,
HNI,IWM,0.74,0.66,0.65,0.398769,,,,,
HNRG,IWM,0.85,1.39,2.49,0.028514,,,,,
HODL,IWM,0.77,2.01,1.84,,-0.907174,,,,
HOG,IWM,0.63,0.67,0.76,,,,,,
HOII,SPY,1.0,9.44,3.52,,,,,,
HOLX,IWM,-0.02,0.0,0.9,0.2,,,,,
HON,IWM,0.61,0.36,0.64,0.050625,,,,,
HOOD,SPY,0.95,3.42,2.23,,-2.877309,,,,
HOOG,SPY,0.95,7.38,4.53,-7.281722,,,,,
HOOI,QQQ,0.85,5.13,3.78,,,,,,
HOOW,QQQ,0.96,3.07,2.67,,-1.611835,,,,
HOOX,QQQ,0.95,5.67,4.62,,-5.446234,,,,
HOOY,SPY,0.94,2.85,1.75,,-4.213714,,,,
HOV,IWM,0.73,1.58,1.23,0.814309,,,,,
HOYY,IWM,0.93,1.67,1.68,-1.443571,,,,,
HP,XLE,0.87,1.92,1.18,,-0.649831,,,,
HPE,SPY,0.89,1.76,1.64,0.00561,,,,,
HPQ,IWM,0.92,1.08,1.03,0.290097,,,,,
HQH,SPY,0.72,0.5,0.6,,,,,,
HQY,SPY,0.66,0.37,0.81,,,,,,
HR,IWM,0.12,0.05,0.47,-0.041489,,,,,
HRB,IWM,-0.19,-0.05,0.45,0.176667,,,,,
HRI,IWM,0.82,1.18,1.1,0.395455,,,,,
HRL,IWM,-0.03,0.06,1.89,,,,,,
HRMY,IWM,0.27,0.0,1.32,,,,,,
HROW,IWM,0.7,1.05,1.38,,0.434783,,,,
HRTG,SPY,0.26,0.34,1.4,2.011143,,,,,
HSAI,QQQ,0.76,1.94,2.56,1.291094,,,,,
HSBC,SPY,0.41,0.65,1.1,1.111364,,,,,
HSIC,IWM,0.59,0.24,1.15,0.158609,,,,,
HSII,IWM,0.55,0.09,2.42,,,,,,
HST,SPY,0.86,0.79,0.71,4.80662,,,,,
HSY,IWM,-0.04,0.11,0.74,0.131757,,,,,
HTEC,SPY,0.68,2.43,1.37,,,,,,
HTFL,SPY,0.68,2.43,1.37,2.66365,,,,,
HTGC,SPY,0.81,0.65,0.4,0.55375,,,,,
HTHT,IWM,0.66,1.08,1.09,1.552294,,,,,
HTO,XLE,-0.13,-0.07,0.63,,-1.091905,,,,
HUBB,IWM,0.91,1.01,0.79,0.996329,,,,,
HUBG,SPY,0.56,0.88,0.85,,-0.103059,,,,
HUBS,SPY,0.76,1.37,1.9,,-9.539895,,,,
HUM,IWM,0.16,0.0,1.15,0.156522,,,,,
HUMN,SPY,0.88,3.01,1.3,-2.315769,,,,,
HURN,SPY,0.6,0.16,0.5,0.3896,,,,,
HUSA,XLE,0.64,0.89,2.05,-0.256585,,,,,
HUT,SPY,0.85,5.67,3.45,,-1.978,,,,
HVAC,SPY,0.89,2.05,1.21,,,,,,
HWC,KRE,0.95,0.98,0.62,,-1.170323,,,,
HWKN,IWM,0.83,0.9,0.62,2.496774,,,,,
HWM,SPY,0.93,1.13,0.63,,0.022857,,,,
HXL,SPY,0.81,0.78,0.62,-0.047419,,,,,
HY,IWM,0.91,0.96,0.71,,,,,,
HYDR,QQQ,0.92,3.48,2.76,,1.032609,,,,
HYG,SPY,0.9,0.22,0.12,,1.451667,,,,
HYGH,IWM,0.67,0.08,0.15,0.354667,,,,,
HYLB,SPY,0.89,0.23,0.12,1.101667,,,,,
IAC,IWM,0.92,0.96,0.8,2.479,,,,,
IAGG,SPY,0.25,0.01,0.11,,1.374545,,,,
IAI,IWM,0.95,0.74,0.49,,-0.236735,,,,
IAK,IWM,0.4,0.16,0.3,0.750667,,,,,
IART,SPY,0.76,0.89,0.99,,-0.477778,,,,
IAT,IWM,0.86,0.6,0.49,,,,,,
IAU,IWM,0.53,0.83,1.0,0.3045,,,,,
IAUI,IWM,0.49,0.48,0.65,0.281846,,,,,
IAUM,QQQ,0.58,0.81,1.0,0.3615,,,,,
IBAT,SPY,0.77,2.16,1.46,,,,,,
IBB,IWM,0.81,0.49,0.4,-0.04,,,,,
IBBQ,IWM,0.77,0.61,0.55,,,,,,
IBEX,IWM,0.89,0.62,3.56,,,,,,
IBIT,IWM,0.73,2.02,1.83,,-0.917158,,,,
IBKR,SPY,0.91,1.97,1.13,,-1.017876,,,,
IBLC,IWM,0.93,2.83,2.11,,-0.370711,,,,
IBM,IWM,0.82,0.51,1.17,0.162564,,,,,
IBN,KRE,0.11,0.09,0.89,,,,,,
IBOC,KRE,0.9,0.83,0.5,,,,,,
IBOT,QQQ,0.89,1.18,0.88,,,,,,
IBP,IWM,0.74,0.99,1.24,0.975726,,,,,
IBTA,IWM,0.73,0.98,4.51,,-0.231574,,,,
IBTF,SPY,0.02,0.0,0.03,5.0,,,,,
IBTI,SPY,0.33,0.06,0.08,,1.9425,,,,
IBTJ,SPY,0.1,0.06,0.1,,1.638,,,,
IBTK,SPY,0.11,0.04,0.11,,1.472727,,,,
IBTL,SPY,0.28,0.07,0.14,,1.241429,,,,
IBTM,SPY,0.26,0.05,0.16,,1.046875,,,,
IBTO,SPY,0.21,0.14,0.17,1.414118,-2.723529,,0.1,,09:00
ICE,XLF,0.71,0.79,0.53,-0.261509,,,,,
ICFI,IWM,0.43,0.26,1.25,,,,,,
ICHR,SPY,0.89,3.48,4.1,,0.953268,,,,
ICLN,SPY,0.88,1.61,0.98,0.05449,,,,,
ICLR,IWM,0.36,0.19,1.3,0.148692,,,,,
